device_id,cpu_usage,memory_usage,temperature_c,uptime_hours,downtime_event
DEV0470,30,73,57,9505,0
DEV0082,88,97,68,4154,0
DEV0401,30,59,58,7566,0
DEV0480,19,34,68,5530,0
DEV0084,96,37,65,6479,0
DEV0243,67,42,65,4363,0
DEV0439,48,81,73,2340,1
DEV0215,14,65,48,8143,0
DEV0476,74,58,55,1462,0
DEV0174,22,34,77,2340,1
DEV0346,94,72,57,5621,0
DEV0443,99,83,31,6635,0
DEV0327,94,82,57,6844,1
DEV0105,62,99,61,8384,0
DEV0057,91,35,33,1338,0
DEV0276,54,89,73,6592,0
DEV0169,41,85,52,4708,0
DEV0239,45,32,63,7602,0
DEV0075,90,66,57,3570,0
DEV0455,69,28,47,4301,0
DEV0294,20,82,49,5451,0
DEV0283,72,53,50,5513,1
DEV0393,30,48,70,7532,0
DEV0196,61,56,58,6071,0
DEV0497,64,62,54,7537,1
DEV0422,35,83,50,4001,0
DEV0477,77,43,71,3728,0
DEV0369,43,90,74,1868,0
DEV0218,61,53,71,5452,0
DEV0153,91,67,64,3001,0
DEV0270,61,31,62,1641,0
DEV0037,38,42,47,2191,0
DEV0178,47,98,57,7842,1
DEV0348,51,32,53,8383,0
DEV0200,30,64,41,4954,0
DEV0170,51,84,70,9022,1
DEV0459,22,66,53,5149,0
DEV0310,73,77,71,5657,0
DEV0125,26,24,68,4532,0
DEV0163,18,96,65,8991,0
DEV0379,50,24,66,8087,1
DEV0287,10,79,53,5120,0
DEV0354,11,40,78,3114,0
DEV0250,69,43,60,6348,0
DEV0379,57,37,63,2116,1
DEV0430,38,40,53,1077,0
DEV0228,19,73,50,4310,0
DEV0145,67,29,64,7134,0
DEV0113,69,43,62,1358,0
DEV0341,30,79,52,1397,1
DEV0346,37,76,45,7497,0
DEV0489,84,42,47,6972,0
DEV0092,43,41,71,4229,1
DEV0181,17,87,53,1832,0
DEV0128,68,53,56,3042,0
DEV0278,95,89,74,548,1
DEV0442,81,47,48,9529,0
DEV0169,58,58,52,4600,1
DEV0259,88,61,52,8624,0
DEV0348,26,42,76,6233,0
DEV0063,69,89,79,265,0
DEV0484,96,99,67,4932,1
DEV0322,97,21,67,2874,0
DEV0302,54,43,54,9991,0
DEV0212,92,36,79,9705,0
DEV0488,78,84,62,9738,0
DEV0242,41,89,68,5120,0
DEV0484,53,88,58,7848,0
DEV0136,74,79,57,4844,0
DEV0039,96,69,76,9979,0
DEV0409,17,31,65,546,0
DEV0463,86,66,74,196,0
DEV0350,81,86,62,2526,0
DEV0303,96,84,51,3357,1
DEV0418,52,46,54,4826,0
DEV0068,10,67,61,6951,0
DEV0057,60,81,53,8794,0
DEV0470,33,63,48,8289,1
DEV0153,33,38,72,8356,0
DEV0201,26,78,54,6840,1
DEV0087,14,27,61,6814,0
DEV0318,29,74,62,761,0
DEV0039,30,66,54,8772,0
DEV0248,67,21,74,6979,0
DEV0114,40,58,48,4762,0
DEV0378,20,64,62,7915,0
DEV0204,61,51,62,3361,0
DEV0206,24,84,59,505,0
DEV0135,92,57,47,4960,0
DEV0351,16,96,68,3660,0
DEV0262,37,30,67,7956,0
DEV0471,60,29,53,9409,0
DEV0438,67,78,67,6790,0
DEV0123,14,74,63,5431,0
DEV0083,14,39,47,3540,0
DEV0213,17,36,51,841,0
DEV0275,73,87,71,7281,0
DEV0175,19,24,63,7831,0
DEV0275,47,79,54,3021,0
DEV0236,90,42,51,7474,0
DEV0034,17,65,54,7123,0
DEV0171,34,71,55,5661,0
DEV0141,82,29,51,5734,0
DEV0420,75,65,42,1010,0
DEV0025,88,47,71,4802,0
DEV0097,59,62,69,1518,0
DEV0312,76,45,47,5898,1
DEV0021,58,74,61,7798,0
DEV0290,45,67,50,4138,1
DEV0110,77,48,57,3545,0
DEV0281,87,46,56,231,1
DEV0082,50,37,55,5962,0
DEV0107,98,79,80,252,0
DEV0267,71,93,55,2578,0
DEV0275,19,88,51,8774,0
DEV0177,30,93,52,6216,0
DEV0433,45,40,70,404,0
DEV0418,21,43,43,2619,0
DEV0386,11,22,52,6212,0
DEV0286,22,81,74,1092,0
DEV0109,62,21,62,5747,0
DEV0038,41,85,61,7697,0
DEV0271,25,61,81,9006,0
DEV0331,41,53,62,1809,0
DEV0216,41,61,52,8118,0
DEV0316,20,39,57,9349,0
DEV0132,19,87,48,570,0
DEV0339,24,64,72,3565,0
DEV0221,26,94,65,9032,0
DEV0270,49,61,71,3666,0
DEV0370,27,66,72,8804,0
DEV0337,64,24,55,5334,0
DEV0264,82,68,50,3385,0
DEV0077,34,56,59,8651,0
DEV0215,68,53,51,384,0
DEV0093,87,92,61,3377,0
DEV0367,98,89,71,2731,0
DEV0139,31,37,58,1857,0
DEV0080,39,97,61,5579,0
DEV0050,93,38,59,9814,1
DEV0236,94,97,68,5887,0
DEV0343,53,59,53,9537,0
DEV0332,41,36,38,9704,0
DEV0294,60,79,64,5549,0
DEV0152,55,61,69,4938,0
DEV0095,30,91,64,9708,1
DEV0166,41,84,53,8649,0
DEV0484,48,72,48,3565,0
DEV0381,21,26,64,6148,0
DEV0446,56,24,61,6830,0
DEV0440,27,43,58,4235,1
DEV0321,30,47,78,3241,0
DEV0090,22,81,50,4653,0
DEV0017,30,36,77,296,0
DEV0356,17,39,60,1974,1
DEV0401,55,22,41,5930,1
DEV0229,16,56,58,6779,0
DEV0283,32,34,69,8086,0
DEV0345,84,70,56,1037,0
DEV0222,95,67,45,2294,0
DEV0233,31,27,58,4225,1
DEV0281,98,32,51,6350,0
DEV0358,31,67,64,8681,0
DEV0352,38,22,67,8262,0
DEV0204,22,84,49,6649,0
DEV0433,91,92,52,7278,0
DEV0314,11,50,67,8638,0
DEV0469,38,45,51,8410,0
DEV0490,94,75,49,8154,0
DEV0482,88,53,48,4715,0
DEV0380,61,28,63,9530,0
DEV0257,36,81,63,2566,0
DEV0397,59,32,53,8875,0
DEV0437,88,88,60,2859,0
DEV0277,32,60,75,1808,0
DEV0257,97,96,50,5508,0
DEV0461,53,20,40,6477,0
DEV0159,86,66,64,6504,0
DEV0317,31,23,58,7176,0
DEV0471,52,82,52,6321,0
DEV0259,46,71,66,4937,0
DEV0203,70,29,68,8963,1
DEV0413,65,47,37,1785,0
DEV0176,12,25,53,2585,0
DEV0082,72,46,83,9988,0
DEV0446,28,31,65,8040,0
DEV0025,32,81,66,3701,0
DEV0418,38,71,71,1553,1
DEV0018,39,67,60,3306,0
DEV0497,48,86,67,6812,0
DEV0449,34,65,67,3090,1
DEV0284,17,93,65,7646,0
DEV0260,67,34,56,1450,0
DEV0375,25,90,61,6442,0
DEV0116,81,55,54,7438,0
DEV0149,10,33,60,5534,0
DEV0326,14,97,48,4049,1
DEV0021,12,22,52,1379,0
DEV0485,74,86,57,6098,0
DEV0094,13,38,50,920,1
DEV0148,73,95,54,9635,0
DEV0126,98,73,58,6219,0
DEV0425,19,88,64,2395,0
DEV0224,30,29,69,103,0
DEV0437,55,52,55,2660,0
DEV0121,36,32,73,7081,0
DEV0128,75,70,69,130,0
DEV0446,50,51,65,6052,0
DEV0287,22,94,61,9944,0
DEV0356,18,43,63,8232,0
DEV0153,45,54,71,9590,0
DEV0325,95,89,72,985,1
DEV0200,99,59,73,7592,0
DEV0273,67,73,60,9492,0
DEV0463,63,63,65,4943,0
DEV0148,21,81,73,4138,0
DEV0301,90,87,53,2390,0
DEV0367,87,52,56,3994,0
DEV0221,23,96,60,4696,0
DEV0228,43,75,68,304,0
DEV0306,62,55,69,9775,0
DEV0179,29,73,57,5602,0
DEV0376,84,38,44,8297,0
DEV0476,25,62,62,7920,0
DEV0456,79,31,50,8240,0
DEV0462,65,30,45,631,0
DEV0417,92,89,47,8116,0
DEV0098,67,31,63,326,0
DEV0116,13,60,73,6242,0
DEV0123,13,44,60,7582,0
DEV0285,29,22,62,2199,0
DEV0406,19,22,71,7413,1
DEV0195,33,47,44,7390,1
DEV0240,35,42,65,4666,0
DEV0215,46,67,59,9188,0
DEV0003,94,86,65,9612,0
DEV0248,63,61,55,2761,0
DEV0262,30,59,51,1764,1
DEV0168,83,25,61,1625,0
DEV0471,47,39,76,3850,0
DEV0332,55,30,68,6857,1
DEV0453,13,46,54,3754,0
DEV0261,69,40,46,2667,0
DEV0003,66,32,43,1196,1
DEV0260,54,54,73,3198,1
DEV0447,29,66,50,3340,0
DEV0216,26,47,56,8067,0
DEV0261,80,40,73,6828,0
DEV0445,13,37,43,5428,0
DEV0479,23,50,74,7878,0
DEV0057,12,79,57,8179,0
DEV0355,97,56,48,3714,0
DEV0170,89,40,57,947,0
DEV0083,67,33,52,3716,0
DEV0440,64,79,64,2804,0
DEV0200,13,42,53,6854,0
DEV0156,33,48,40,3993,0
DEV0311,43,66,57,3094,0
DEV0422,39,49,46,4633,0
DEV0279,91,57,62,1600,0
DEV0135,28,46,48,2542,0
DEV0294,40,34,55,1825,0
DEV0205,69,78,61,9857,0
DEV0365,69,22,57,7441,0
DEV0185,28,29,62,425,0
DEV0085,58,98,66,4517,0
DEV0293,72,99,48,2766,0
DEV0390,92,36,59,9501,0
DEV0138,31,30,30,4461,1
DEV0411,33,67,62,7252,1
DEV0372,85,24,56,941,0
DEV0218,39,88,50,4878,0
DEV0106,67,83,63,2171,0
DEV0057,40,33,71,1384,0
DEV0092,73,69,55,1478,1
DEV0272,28,45,50,6439,0
DEV0370,57,91,61,2758,0
DEV0059,54,88,46,3661,1
DEV0412,64,26,53,6107,0
DEV0259,64,35,72,5552,0
DEV0441,27,74,60,4112,0
DEV0193,72,97,41,2078,0
DEV0117,56,75,42,4516,0
DEV0195,84,23,61,5596,0
DEV0158,66,67,68,7974,1
DEV0275,54,36,43,2324,0
DEV0353,42,55,64,7189,0
DEV0392,26,89,73,1053,1
DEV0446,79,99,78,7034,0
DEV0275,13,57,63,6017,0
DEV0036,29,81,65,8361,0
DEV0112,56,67,38,9386,0
DEV0229,24,29,80,5842,0
DEV0197,79,55,54,4353,0
DEV0316,56,48,50,648,0
DEV0290,87,97,57,1939,0
DEV0183,84,23,75,2051,0
DEV0486,18,63,82,9350,0
DEV0254,99,75,61,2607,0
DEV0411,25,61,69,9174,0
DEV0423,78,32,60,6450,0
DEV0239,70,65,49,7703,0
DEV0298,19,52,74,2725,0
DEV0042,59,40,53,5993,0
DEV0499,12,99,75,7500,0
DEV0088,86,98,72,2253,0
DEV0176,79,76,66,4861,0
DEV0415,90,88,78,7285,1
DEV0278,60,89,82,3666,0
DEV0343,28,86,58,359,0
DEV0297,51,67,51,9800,0
DEV0280,44,95,41,8604,0
DEV0424,55,52,82,1944,0
DEV0416,35,55,55,7369,0
DEV0307,78,52,71,1633,0
DEV0033,73,50,52,5696,0
DEV0028,46,40,75,4869,1
DEV0209,93,46,52,9715,0
DEV0090,58,91,48,2120,0
DEV0082,30,81,57,6458,0
DEV0248,83,45,54,5602,0
DEV0378,73,85,65,5343,0
DEV0335,14,31,59,1791,0
DEV0358,79,41,66,8619,0
DEV0191,99,36,57,1688,0
DEV0278,13,26,53,3853,0
DEV0497,48,87,54,197,0
DEV0018,44,56,80,4854,1
DEV0213,10,57,62,6273,0
DEV0211,33,30,40,9389,0
DEV0002,66,20,54,8152,0
DEV0094,79,44,60,5118,1
DEV0345,50,61,78,5804,0
DEV0410,63,71,70,8011,0
DEV0295,55,43,50,8376,0
DEV0017,69,72,84,1377,1
DEV0239,69,75,59,618,0
DEV0016,66,82,72,5526,0
DEV0155,40,27,48,7915,0
DEV0177,93,78,36,283,0
DEV0131,33,64,45,9264,0
DEV0298,98,46,30,2488,0
DEV0063,45,71,81,4422,0
DEV0486,94,37,62,5032,0
DEV0285,39,35,50,3927,1
DEV0130,33,85,64,2597,0
DEV0363,39,24,61,3579,0
DEV0104,95,22,66,8857,0
DEV0270,16,99,72,2035,0
DEV0268,44,89,57,6375,0
DEV0500,64,26,51,9118,1
DEV0280,23,69,68,449,0
DEV0028,19,33,68,198,0
DEV0487,89,57,61,1869,0
DEV0402,25,98,81,1904,1
DEV0217,63,66,55,9352,1
DEV0357,98,52,51,8212,1
DEV0134,86,62,64,4270,0
DEV0493,79,48,53,501,0
DEV0286,53,76,64,8479,0
DEV0479,82,24,51,8430,0
DEV0034,54,79,55,242,0
DEV0211,65,89,78,320,0
DEV0186,93,21,55,4340,0
DEV0412,91,89,52,7101,0
DEV0456,66,62,71,487,0
DEV0331,30,23,49,6091,1
DEV0181,77,75,53,659,0
DEV0272,59,78,65,1939,1
DEV0410,42,28,69,1871,0
DEV0449,16,22,72,8656,0
DEV0185,79,67,52,8708,1
DEV0415,24,62,65,7776,0
DEV0027,91,20,55,9927,0
DEV0112,41,76,53,2168,0
DEV0492,84,72,72,6857,0
DEV0305,29,35,54,616,0
DEV0137,97,70,62,9512,0
DEV0026,24,94,61,760,1
DEV0262,57,74,49,3516,1
DEV0135,80,20,69,8621,0
DEV0269,30,47,65,477,0
DEV0177,51,72,40,259,1
DEV0010,35,77,62,9555,0
DEV0299,23,92,52,4274,0
DEV0110,66,79,70,2299,0
DEV0433,46,78,45,9516,0
DEV0479,67,41,56,6376,0
DEV0112,30,27,63,2088,0
DEV0101,91,68,60,6877,0
DEV0274,78,61,67,6412,0
DEV0267,12,46,44,8268,0
DEV0266,96,58,76,965,0
DEV0156,99,44,65,8682,0
DEV0213,46,57,73,9700,0
DEV0309,97,43,68,5015,0
DEV0054,58,43,59,6341,0
DEV0153,28,79,47,7235,0
DEV0262,98,69,54,1654,0
DEV0362,94,85,75,4147,0
DEV0395,21,33,73,231,0
DEV0289,70,72,53,3779,0
DEV0325,50,51,31,6453,0
DEV0226,42,67,57,3176,0
DEV0096,59,58,57,1621,0
DEV0491,77,59,57,3369,0
DEV0174,80,61,65,540,0
DEV0344,95,96,68,1303,0
DEV0205,42,95,69,8532,0
DEV0055,90,27,64,3491,0
DEV0235,33,98,41,3821,0
DEV0198,70,45,56,6875,0
DEV0226,70,31,83,7260,0
DEV0307,37,62,63,7975,0
DEV0281,67,70,63,9495,1
DEV0105,52,82,63,1987,0
DEV0279,50,68,64,4370,1
DEV0178,48,46,36,8489,0
DEV0302,95,28,57,7805,0
DEV0205,58,58,59,4294,1
DEV0220,26,84,72,844,0
DEV0492,79,90,60,5646,0
DEV0428,79,90,43,552,0
DEV0141,74,26,64,3362,0
DEV0455,83,91,51,7845,0
DEV0432,94,99,47,598,0
DEV0145,14,86,51,240,1
DEV0457,11,29,65,1814,0
DEV0014,31,90,72,775,0
DEV0158,66,72,64,3605,1
DEV0105,75,76,66,3702,0
DEV0230,83,46,64,6775,0
DEV0378,25,73,61,9209,0
DEV0414,60,23,66,6604,0
DEV0289,48,42,35,4903,1
DEV0120,95,67,61,1830,0
DEV0182,85,61,49,6076,0
DEV0185,97,22,71,7911,0
DEV0217,49,22,58,7128,0
DEV0031,47,47,60,3818,0
DEV0279,69,82,44,7188,0
DEV0436,68,50,70,1724,0
DEV0475,19,29,66,1906,0
DEV0225,73,68,65,9746,0
DEV0371,72,40,51,8645,0
DEV0310,58,72,52,3033,0
DEV0175,73,95,62,1040,0
DEV0177,41,73,53,7887,0
DEV0084,16,76,64,4045,0
DEV0056,30,39,38,7158,0
DEV0092,29,68,55,4948,0
DEV0008,35,26,77,8521,0
DEV0150,77,48,64,4952,0
DEV0062,95,67,61,6559,0
DEV0054,24,32,79,4957,0
DEV0163,94,22,36,7838,0
DEV0119,88,21,51,337,1
DEV0479,95,35,55,3872,0
DEV0108,23,25,68,7835,0
DEV0344,36,64,68,2881,0
DEV0271,49,90,51,7187,0
DEV0114,67,24,69,2084,1
DEV0237,37,75,55,1152,1
DEV0479,35,90,72,7758,0
DEV0261,72,51,49,5354,0
DEV0470,75,68,58,450,0
DEV0017,34,32,55,1012,0
DEV0092,12,49,70,4545,0
DEV0117,81,44,54,9596,1
DEV0387,53,79,59,391,0
DEV0403,51,78,65,9504,1
DEV0358,15,47,65,7850,0
DEV0219,48,77,68,567,0
DEV0465,61,39,62,3377,0
DEV0480,32,53,55,5461,0
DEV0421,98,24,56,5403,0
DEV0149,59,79,60,3675,0
DEV0357,52,62,62,6692,0
DEV0051,28,76,58,4425,0
DEV0054,78,76,60,1164,0
DEV0139,60,94,44,4988,0
DEV0449,20,73,66,9985,0
DEV0158,21,64,61,2494,0
DEV0346,83,56,70,8378,0
DEV0237,17,67,60,3020,0
DEV0113,33,73,42,6958,1
DEV0427,50,67,56,103,0
DEV0498,45,25,58,6040,1
DEV0292,94,53,67,8148,0
DEV0346,81,82,39,9813,0
DEV0441,64,97,60,2077,0
DEV0234,18,67,65,9766,0
DEV0120,56,42,53,9422,1
DEV0091,24,32,60,9172,0
DEV0410,57,66,53,9693,0
DEV0491,91,63,52,1850,0
DEV0210,51,51,55,101,0
DEV0481,69,45,52,9436,0
DEV0228,93,72,66,9930,0
DEV0485,79,33,52,8440,0
DEV0098,21,71,50,4347,0
DEV0316,11,55,77,7832,0
DEV0090,16,27,69,6135,0
DEV0278,89,59,41,2143,0
DEV0024,12,41,52,1802,0
DEV0396,12,35,62,6047,0
DEV0075,36,79,63,1487,0
DEV0316,49,79,45,9955,0
DEV0149,42,29,71,5926,0
DEV0336,10,44,68,9542,1
DEV0164,17,50,64,4562,0
DEV0007,41,40,73,2136,0
DEV0445,57,52,64,6505,0
DEV0053,13,50,64,6889,0
DEV0156,79,40,75,6219,0
DEV0280,28,55,71,637,0
DEV0309,41,84,51,9846,0
DEV0269,18,23,66,9082,0
DEV0334,21,87,53,6963,0
DEV0491,20,23,65,2048,1
DEV0095,55,28,64,5278,0
DEV0328,25,49,46,5204,1
DEV0001,10,64,58,4243,1
DEV0360,72,23,62,9727,0
DEV0115,30,88,55,2948,0
DEV0337,39,42,63,8405,0
DEV0041,22,35,68,2443,1
DEV0187,43,41,59,4633,0
DEV0269,13,91,62,261,0
DEV0438,37,67,73,8795,0
DEV0431,68,81,64,2734,1
DEV0027,36,79,62,5201,0
DEV0461,78,99,50,5866,0
DEV0123,34,24,66,9686,0
DEV0040,12,99,63,1609,0
DEV0219,77,26,72,2419,0
DEV0416,34,70,60,6205,0
DEV0254,29,84,41,8771,0
DEV0186,43,28,42,9046,0
DEV0076,35,64,67,4099,0
DEV0427,14,66,54,8495,0
DEV0052,70,86,64,3449,0
DEV0205,18,43,61,4311,0
DEV0336,59,29,58,491,0
DEV0290,15,92,59,8051,0
DEV0390,92,96,51,6931,1
DEV0304,69,67,59,2873,0
DEV0402,53,54,54,2516,0
DEV0337,20,73,56,1338,0
DEV0495,75,90,56,6812,0
DEV0167,56,35,57,840,0
DEV0462,82,72,69,6570,0
DEV0263,94,59,58,9827,0
DEV0262,97,39,70,7591,0
DEV0460,95,88,75,468,0
DEV0226,12,64,68,5009,0
DEV0309,85,25,65,5319,0
DEV0001,39,88,63,9390,0
DEV0498,99,68,68,7704,0
DEV0029,30,58,60,9683,1
DEV0092,37,21,69,6306,1
DEV0453,99,58,66,1747,0
DEV0469,71,40,56,9970,1
DEV0103,42,59,68,2924,1
DEV0495,94,73,60,4270,1
DEV0123,44,31,58,6009,0
DEV0102,61,56,55,3881,1
DEV0354,43,57,61,3228,0
DEV0213,50,34,69,9564,1
DEV0472,60,26,68,2079,0
DEV0177,56,97,63,6712,1
DEV0315,91,69,65,6122,0
DEV0397,67,84,72,6181,0
DEV0045,84,86,58,9868,1
DEV0430,66,63,48,7932,0
DEV0378,32,50,73,9761,0
DEV0279,57,62,54,9271,0
DEV0288,31,96,53,1355,1
DEV0328,26,67,42,9933,1
DEV0367,78,80,65,399,0
DEV0331,20,94,43,7909,1
DEV0397,24,29,52,4621,0
DEV0309,44,48,65,3142,0
DEV0276,42,67,67,8692,0
DEV0385,93,81,53,1380,0
DEV0313,25,32,58,9153,0
DEV0066,43,63,51,4689,0
DEV0395,75,66,54,8233,0
DEV0046,49,83,62,6732,0
DEV0030,37,72,54,2884,0
DEV0197,56,96,57,7498,1
DEV0263,48,95,45,6808,0
DEV0408,79,63,71,7273,0
DEV0095,82,47,65,4259,0
DEV0432,29,21,67,9403,1
DEV0478,10,76,72,9348,0
DEV0043,81,76,51,9387,0
DEV0250,96,53,56,2400,0
DEV0335,72,77,41,6350,1
DEV0036,76,71,91,8069,1
DEV0458,13,48,58,4091,1
DEV0129,67,54,70,613,0
DEV0007,34,94,47,4331,0
DEV0044,56,67,69,6652,1
DEV0061,47,52,78,8412,0
DEV0026,24,94,59,9793,0
DEV0363,72,92,49,2947,0
DEV0363,30,97,58,1217,0
DEV0121,66,28,37,8796,0
DEV0497,62,67,59,9915,0
DEV0158,55,86,68,7961,0
DEV0257,23,55,59,2338,0
DEV0063,85,90,57,6700,0
DEV0271,26,63,65,2533,0
DEV0447,48,79,66,9094,1
DEV0311,18,82,43,7109,0
DEV0313,86,24,60,7266,0
DEV0117,88,95,84,4473,0
DEV0276,91,59,46,8246,0
DEV0406,15,38,59,1571,0
DEV0345,32,66,79,9118,0
DEV0178,68,84,71,1528,0
DEV0117,55,86,54,4974,0
DEV0164,47,37,62,8023,0
DEV0243,23,69,59,4406,0
DEV0165,81,49,52,3881,0
DEV0174,71,85,59,2417,0
DEV0119,44,24,57,6788,1
DEV0237,28,61,61,1106,0
DEV0155,39,24,52,1737,0
DEV0147,87,69,47,9136,0
DEV0083,93,77,59,5211,1
DEV0272,34,98,77,7549,0
DEV0310,49,27,60,3387,0
DEV0213,97,50,56,5540,0
DEV0499,23,31,67,2961,0
DEV0225,35,40,58,738,0
DEV0234,96,81,78,8784,0
DEV0351,31,52,59,5825,0
DEV0162,57,45,67,2275,0
DEV0079,92,59,52,5695,0
DEV0179,60,84,65,1585,0
DEV0292,12,78,62,6681,0
DEV0127,51,34,59,4643,0
DEV0181,28,20,54,5321,0
DEV0090,82,30,53,8850,0
DEV0094,37,74,62,3848,0
DEV0446,93,21,66,9261,1
DEV0415,54,84,58,5132,0
DEV0089,80,63,62,6526,0
DEV0388,87,35,59,4109,0
DEV0268,72,41,60,5423,0
DEV0249,82,37,57,8377,1
DEV0181,28,66,60,5543,0
DEV0061,56,49,86,6407,0
DEV0147,23,29,63,3228,0
DEV0119,47,77,66,4401,0
DEV0184,62,81,64,6127,0
DEV0265,70,99,57,5509,0
DEV0281,45,25,72,1046,0
DEV0054,49,86,57,3308,1
DEV0112,90,60,70,3540,0
DEV0175,39,62,56,1645,0
DEV0297,18,96,50,3607,0
DEV0179,73,37,63,129,0
DEV0050,42,77,48,9763,0
DEV0117,61,79,65,1509,0
DEV0391,98,46,48,3779,0
DEV0027,23,87,56,8820,1
DEV0432,84,41,45,5247,0
DEV0367,62,43,88,225,0
DEV0311,68,59,43,5008,0
DEV0191,87,93,60,6742,1
DEV0363,50,85,71,3358,0
DEV0390,77,59,70,8945,1
DEV0163,77,25,68,8241,1
DEV0416,17,37,56,9032,0
DEV0462,11,49,73,2361,0
DEV0006,95,40,69,8053,0
DEV0191,50,81,62,8582,0
DEV0497,64,29,62,1793,0
DEV0499,25,32,56,5987,0
DEV0018,71,95,50,4744,0
DEV0159,57,28,72,9611,0
DEV0308,39,87,73,2921,1
DEV0144,21,58,51,3762,0
DEV0440,44,43,58,5294,0
DEV0195,20,53,58,1495,1
DEV0479,73,80,59,3067,0
DEV0230,59,60,60,4061,1
DEV0190,94,24,69,2714,0
DEV0337,30,98,52,6970,0
DEV0180,78,69,51,1644,0
DEV0133,57,23,72,5325,0
DEV0437,29,70,55,8086,0
DEV0208,76,71,47,4982,0
DEV0145,53,58,55,4533,0
DEV0159,42,27,56,7134,0
DEV0272,82,64,75,9348,0
DEV0441,70,47,69,9737,1
DEV0021,18,46,71,1196,0
DEV0169,77,84,68,1304,0
DEV0295,44,53,69,8047,1
DEV0293,90,81,53,7419,0
DEV0425,97,81,58,3683,0
DEV0309,74,57,50,7639,0
DEV0330,17,45,57,7240,0
DEV0288,54,43,66,2138,1
DEV0281,96,58,61,8279,1
DEV0437,56,40,73,6026,0
DEV0064,49,66,48,8323,0
DEV0417,85,67,65,3074,1
DEV0359,63,32,47,3668,1
DEV0229,85,22,60,8306,0
DEV0102,55,51,67,8398,0
DEV0294,56,54,57,3893,0
DEV0247,24,38,65,301,0
DEV0092,28,33,50,8056,1
DEV0335,35,67,43,7485,0
DEV0136,61,87,65,6107,0
DEV0001,31,64,77,1894,0
DEV0458,30,38,50,1508,0
DEV0315,60,83,72,1016,0
DEV0291,47,85,60,4531,0
DEV0246,29,98,46,7878,0
DEV0240,38,85,48,9976,0
DEV0481,60,94,60,6446,0
DEV0272,13,64,55,3266,0
DEV0142,64,93,46,7444,0
DEV0005,80,86,43,164,0
DEV0336,37,88,51,4748,0
DEV0277,13,22,61,4419,0
DEV0314,31,57,59,3750,0
DEV0057,85,96,54,6498,0
DEV0139,54,61,62,2115,1
DEV0498,76,59,70,9613,0
DEV0327,95,69,63,4124,0
DEV0121,75,54,58,6414,0
DEV0392,97,43,69,8904,0
DEV0465,43,36,50,8943,0
DEV0478,64,59,57,1487,0
DEV0398,10,93,57,5279,0
DEV0177,81,85,47,6698,0
DEV0364,96,63,55,6579,0
DEV0498,47,42,39,4863,0
DEV0161,15,25,79,4209,0
DEV0152,95,85,50,5635,0
DEV0455,34,40,75,3228,0
DEV0038,91,54,60,4966,0
DEV0335,26,48,65,5185,0
DEV0050,70,26,55,637,0
DEV0235,21,72,62,8029,0
DEV0089,15,56,66,5131,1
DEV0064,99,42,66,6098,0
DEV0381,36,27,67,7779,0
DEV0209,17,95,56,2137,0
DEV0225,92,67,55,9254,0
DEV0386,74,29,44,1343,0
DEV0167,66,98,65,7217,0
DEV0202,49,43,70,8824,1
DEV0142,23,66,76,3230,0
DEV0396,44,72,63,5579,0
DEV0337,57,58,52,1753,0
DEV0078,93,86,43,8404,0
DEV0435,65,85,70,8074,0
DEV0010,58,25,42,9591,0
DEV0248,22,40,56,2404,0
DEV0044,70,92,57,7020,0
DEV0487,58,93,59,9993,0
DEV0296,55,55,60,3914,0
DEV0477,71,22,61,8512,0
DEV0109,17,97,35,5138,0
DEV0188,52,61,60,3881,0
DEV0070,29,64,37,2058,0
DEV0232,99,63,67,1396,1
DEV0031,48,52,54,6441,1
DEV0293,94,79,38,5823,1
DEV0457,58,89,51,9324,0
DEV0186,73,96,54,5182,0
DEV0171,71,45,71,4422,0
DEV0109,63,40,61,7401,0
DEV0097,18,21,63,3328,0
DEV0327,97,66,71,6668,0
DEV0038,46,49,59,1575,0
DEV0264,58,46,67,2507,0
DEV0290,50,90,66,7643,0
DEV0145,26,39,47,1035,0
DEV0017,97,69,74,5515,0
DEV0094,30,42,45,2345,0
DEV0338,60,32,69,5789,1
DEV0053,68,23,44,4437,0
DEV0487,48,33,66,6672,1
DEV0399,64,39,78,4050,0
DEV0320,50,32,57,2758,0
DEV0109,48,22,57,6249,1
DEV0057,22,97,66,7585,0
DEV0148,73,66,56,3383,0
DEV0061,20,22,78,1396,0
DEV0025,28,20,61,1747,0
DEV0078,20,43,56,8651,0
DEV0027,86,54,54,3552,0
DEV0431,55,33,50,9456,0
DEV0099,54,86,53,8192,0
DEV0028,10,32,56,5729,0
DEV0134,49,66,55,3344,0
DEV0297,28,69,53,7287,0
DEV0315,85,97,80,4125,0
DEV0223,81,45,49,8794,0
DEV0334,81,22,61,6470,0
DEV0189,70,70,65,4304,1
DEV0464,21,59,66,9635,0
DEV0305,70,87,59,3912,0
DEV0364,42,55,57,9102,0
DEV0356,54,70,64,7354,0
DEV0261,99,20,62,885,1
DEV0480,78,52,57,327,0
DEV0267,17,26,44,5047,1
DEV0342,34,71,55,7577,1
DEV0235,55,30,48,927,0
DEV0040,96,46,53,478,1
DEV0476,39,33,60,6356,0
DEV0114,56,99,63,9420,0
DEV0326,96,65,77,6182,0
DEV0167,58,95,54,8582,0
DEV0326,56,29,67,3648,1
